"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ES";"US";"RO";"IE";"BE";"PL";"SE";"HR";"GB";"FR";"PT";"IT";"GR";"NL";"CA";"O";"DE"
"homeaway.co.uk";6,68;3;12833;"22.2%";"6.1%";"2.9%";"0.5%";"1.3%";"2.6%";"0.4%";"1.2%";"1.7%";"29.2%";"3.1%";"7.7%";"4.7%";"7.0%";"2.1%";"0.9%";"5.2%";"1.4%"
