"URL";"PAGEVIEWS";"MONTH";"RANK";"ES";"US";"GB";"FR";"O";"DE"
"misterbnb.com";0,34;3;196787;"7.7%";"17.9%";"12.8%";"12.3%";"40.8%";"8.5%"
