"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"NZ";"US";"GB";"FR";"IT";"CA";"O"
"onefinestay.com";2,74;3;44661;"1.3%";"1.4%";"14.3%";"17.3%";"57.3%";"0.4%";"0.3%";"7.6%"
