"URL";"PAGEVIEWS";"MONTH";"RANK";"ES";"US";"GB";"FR";"CO";"PT";"O";"DE"
"niumba.com";1,72;3;39626;"81.8%";"0.5%";"1.0%";"1.9%";"1.9%";"8.7%";"3.0%";"1.1%"
