"URL";"PAGEVIEWS";"MONTH";"RANK";"AT";"US";"PL";"CH";"FR";"NL";"O";"DE"
"blablacar.de";4,69;3;18016;"1.0%";"0.8%";"0.6%";"2.1%";"3.9%";"1.1%";"1.9%";"88.7%"
