"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ES";"NZ";"US";"AU";"GB";"CA";"O";"DE"
"stayz.com.au";3,92;3;21819;"1.7%";"0.1%";"0.7%";"2.3%";"91.1%";"1.0%";"1.6%";"1.3%";"0.2%"
