"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"PH";"ES";"US";"GB";"FR";"IT";"SK";"O"
"spareroom.co.uk";20,53;3;8653;"0.9%";"8.1%";"0.4%";"1.1%";"82.3%";"0.2%";"2.6%";"2.7%";"1.6%"
