"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ES";"US";"FR";"MG";"IT";"CA";"O";"DE"
"bedycasa.com";0,58;3;96431;"2.2%";"3.2%";"2.7%";"51.1%";"1.5%";"22.4%";"0.9%";"14.0%";"1.9%"
