"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"TR";"IL";"ES";"US";"AU";"PL";"AR";"GB";"FR";"MX";"CA";"O";"DE"
"roomertravel.com";0,44;3;98685;"4.8%";"1.8%";"4.2%";"1.5%";"32.8%";"1.6%";"4.8%";"2.3%";"6.5%";"0.5%";"2.8%";"1.2%";"34.8%";"0.3%"
