"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ID";"SG";"TH";"TR";"MY";"IL";"PR";"PH";"ES";"US";"AU";"GB";"FR";"PT";"IT";"DO";"GR";"ZA";"MX";"NL";"CA";"JP";"O";"PE";"CR";"DE"
"flipkey.com";11,22;3;6341;"2.0%";"0.9%";"1.1%";"3.1%";"0.5%";"0.6%";"0.6%";"0.7%";"0.3%";"3.2%";"47.9%";"4.1%";"2.4%";"4.7%";"1.7%";"5.3%";"1.2%";"1.0%";"0.4%";"2.2%";"1.0%";"4.3%";"0.6%";"6.5%";"0.6%";"2.4%";"0.6%"
