"URL";"PAGEVIEWS";"MONTH";"RANK";"AT";"ES";"HR";"PT";"IT";"O";"DE"
"e-domizil.de";2,68;3;36241;"0.2%";"9.1%";"1.0%";"8.1%";"1.0%";"2.0%";"78.6%"
