"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"US";"AU";"GB";"FR";"BR";"MX";"CA";"O";"CR"
"vrbo.com";39,37;3;2164;"2.3%";"84.2%";"0.8%";"0.5%";"0.4%";"0.1%";"0.6%";"4.9%";"4.4%";"1.7%"
