"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"US";"GB";"FR";"KR";"LK";"CA";"O";"DE"
"homestay.com";0,54;3;88656;"11.8%";"8.1%";"4.5%";"3.8%";"28.9%";"0.5%";"3.2%";"32.3%";"6.9%"
