"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"TR";"ES";"US";"AU";"LT";"SE";"GB";"UA";"IT";"NL";"CA";"O";"DE"
"3dhubs.com";1,44;3;50061;"5.5%";"1.6%";"2.7%";"29.1%";"3.4%";"0.4%";"18.0%";"2.7%";"1.5%";"1.8%";"11.0%";"5.4%";"16.1%";"1.0%"
