"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"TR";"RU";"IL";"ES";"US";"PL";"GB";"FR";"IT";"NL";"O";"DE"
"blablacar.com";1,2;3;45843;"12.0%";"2.7%";"4.3%";"1.2%";"2.2%";"8.1%";"2.2%";"22.9%";"9.1%";"3.4%";"10.4%";"17.0%";"4.6%"
