"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"TR";"PH";"ES";"US";"RO";"IE";"PL";"HR";"GB";"FR";"PT";"IT";"GR";"NL";"O";"DE"
"ownersdirect.co.uk";4,38;3;19272;"2.3%";"1.2%";"0.5%";"8.0%";"1.7%";"1.1%";"7.6%";"6.3%";"4.3%";"44.9%";"2.1%";"4.8%";"0.6%";"0.6%";"0.5%";"10.9%";"2.8%"
