"URL";"PAGEVIEWS";"MONTH";"RANK";"RU";"ES";"US";"BE";"PL";"GB";"FR";"PT";"BR";"GR";"ZA";"JP";"O";"DE"
"fon.com";1,64;3;22481;"1.6%";"1.0%";"8.5%";"26.8%";"1.2%";"1.6%";"3.2%";"33.1%";"5.5%";"1.4%";"0.9%";"6.6%";"7.1%";"1.4%"
