"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ID";"TH";"MY";"RU";"IL";"TW";"PH";"ES";"US";"HK";"AU";"SE";"FR";"KR";"BR";"IT";"ZA";"MX";"DK";"NL";"CA";"JP";"CN";"O";"DE"
"airbnb.com";93,8;3;891;"0.5%";"1.0%";"2.5%";"1.6%";"1.2%";"0.9%";"0.7%";"0.7%";"1.2%";"66.4%";"0.5%";"0.4%";"0.7%";"1.0%";"2.0%";"1.7%";"0.7%";"1.0%";"0.9%";"0.3%";"1.2%";"0.2%";"0.5%";"1.6%";"9.8%";"0.7%"
