"URL";"PAGEVIEWS";"MONTH";"RANK";"US";"GB";"FR";"PF";"DZ";"O"
"appartager.com";1,8;3;57197;"4.7%";"14.1%";"63.8%";"2.0%";"1.7%";"13.7%"
