"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ID";"ES";"US";"AU";"AR";"GB";"FR";"BR";"IT";"MX";"CA";"O"
"rci.com";7,16;3;14754;"3.6%";"1.3%";"0.5%";"65.6%";"1.8%";"0.6%";"2.5%";"2.3%";"2.0%";"1.9%";"2.4%";"10.5%";"4.9%"
