"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ID";"BD";"PH";"ES";"PK";"US";"AU";"PL";"GB";"IT";"GR";"O";"DE"
"bookcrossing.com";1,63;3;35423;"62.2%";"1.3%";"0.3%";"7.6%";"0.3%";"0.9%";"3.9%";"6.3%";"2.3%";"0.2%";"2.4%";"2.0%";"6.1%";"4.3%"
