"URL";"PAGEVIEWS";"MONTH";"RANK";"MA";"VN";"IN";"ID";"EG";"SG";"TH";"TR";"MY";"IL";"PH";"ES";"PK";"US";"AU";"SA";"AR";"GB";"FR";"CO";"BR";"IT";"DO";"GR";"DK";"NL";"CA";"O";"DE"
"roomorama.com";2,31;3;28996;"0.4%";"0.2%";"3.4%";"0.8%";"0.4%";"7.6%";"3.2%";"0.3%";"1.2%";"0.3%";"4.0%";"2.2%";"0.3%";"14.2%";"1.5%";"0.4%";"0.3%";"0.4%";"1.4%";"0.2%";"1.7%";"1.8%";"0.4%";"2.4%";"1.4%";"1.0%";"1.6%";"46.3%";"0.6%"
