"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ES";"US";"AU";"GB";"FR";"PT";"BR";"IT";"GR";"NL";"CA";"O";"CR";"DE"
"homeaway.com";25,69;3;2454;"13.7%";"1.7%";"65.0%";"0.3%";"1.4%";"1.8%";"1.1%";"0.5%";"1.4%";"0.7%";"0.5%";"3.4%";"7.0%";"0.5%";"0.9%"
