"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"SG";"TH";"RU";"TW";"ES";"US";"AU";"PL";"NG";"SE";"GB";"FR";"CO";"KR";"BR";"IT";"ZA";"MX";"NL";"CA";"CN";"O";"DE"
"uber.com";26,71;3;1973;"15.2%";"1.3%";"0.5%";"1.3%";"2.2%";"0.5%";"51.1%";"2.2%";"0.4%";"0.6%";"0.7%";"2.7%";"2.0%";"1.1%";"1.6%";"1.0%";"1.0%";"1.7%";"3.4%";"0.4%";"1.7%";"0.9%";"6.1%";"0.5%"
