"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"RU";"US";"AU";"GB";"FR";"CA";"O"
"lyft.com";2,87;3;14935;"3.9%";"0.8%";"85.6%";"0.6%";"1.0%";"0.5%";"0.8%";"6.8%"
