"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ES";"US";"AU";"GB";"FR";"IT";"GR";"CA";"O"
"homeexchange.com";1,28;3;54185;"1.5%";"6.2%";"51.9%";"6.5%";"1.3%";"4.0%";"2.9%";"1.4%";"6.7%";"17.6%"
