"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"ID";"SG";"TH";"MY";"TW";"PH";"ES";"US";"AU";"GB";"KR";"UA";"CA";"JP";"O";"DE"
"travelmob.com";2,96;3;30531;"18.4%";"6.2%";"5.8%";"8.2%";"16.7%";"9.5%";"3.0%";"1.0%";"3.7%";"2.7%";"2.0%";"12.1%";"1.0%";"0.3%";"0.6%";"7.6%";"1.2%"
