"URL";"PAGEVIEWS";"MONTH";"RANK";"IN";"IL";"US";"GB";"CA";"O"
"lovehomeswap.com";0,62;3;112165;"3.6%";"1.1%";"22.4%";"18.6%";"3.0%";"51.3%"
